Nro_Orden_Establecimiento;Periodo;INSERTOT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
297827958;2015;7681981;2;Bogotá;2;Bogotá;99;5
297827000;2015;5385017;2;Bogotá;2;Bogotá;99;5
414681;2015;4067034;2;Bogotá;2;Bogotá;99;5
382101;2015;2815337;4;Cali;15;Popayán;99;5
297826978;2015;13854795;2;Bogotá;2;Bogotá;99;5
297826677;2015;3951297;2;Bogotá;2;Bogotá;99;5
297826828;2015;15138875;2;Bogotá;2;Bogotá;99;5
297826830;2015;5004907;2;Bogotá;2;Bogotá;99;5
452491;2015;1931712;1;Barranquilla;9;Cartagena;99;5
9807355;2015;24703819;2;Bogotá;2;Bogotá;99;5
297826832;2015;6287533;2;Bogotá;2;Bogotá;99;5
297826833;2015;20421689;2;Bogotá;2;Bogotá;99;5
297826834;2015;18550860;2;Bogotá;2;Bogotá;99;5
452129;2015;1796057;2;Bogotá;2;Bogotá;99;5
9807356;2015;2448132;2;Bogotá;2;Bogotá;99;5
9807357;2015;1990687;2;Bogotá;2;Bogotá;99;5
297826941;2015;2138511;2;Bogotá;2;Bogotá;99;5
297826946;2015;10936923;2;Bogotá;2;Bogotá;99;5
297826982;2015;5504007;2;Bogotá;2;Bogotá;99;5
296886228;2015;19432196;1;Barranquilla;9;Cartagena;99;5
297826663;2015;2305366;2;Bogotá;2;Bogotá;99;5
297826985;2015;3942932;2;Bogotá;2;Bogotá;99;5
297826986;2015;7942613;2;Bogotá;2;Bogotá;99;5
297838044;2015;3192979;2;Bogotá;17;Tunja;99;5
409910;2015;2586039;5;Manizales;11;Ibagué;99;5
450883;2015;2951946;2;Bogotá;2;Bogotá;99;5
297839484;2015;5194902;2;Bogotá;2;Bogotá;99;5
299303284;2015;26507258;2;Bogotá;2;Bogotá;99;5
337133;2015;4533774;2;Bogotá;2;Bogotá;99;5
296886229;2015;3427608;1;Barranquilla;16;Santa Marta;99;5
297718272;2015;2405562;2;Bogotá;2;Bogotá;99;5
297826922;2015;2514003;2;Bogotá;2;Bogotá;99;5
451446;2015;1326166;1;Barranquilla;16;Santa Marta;99;5
455513;2015;32051000;2;Bogotá;2;Bogotá;99;5
9807403;2015;5269000;2;Bogotá;2;Bogotá;99;5
297730683;2015;2237220;2;Bogotá;2;Bogotá;98;5
296886232;2015;5178881;2;Bogotá;2;Bogotá;99;5
296886233;2015;2577847;2;Bogotá;2;Bogotá;99;5
296886234;2015;10400388;2;Bogotá;2;Bogotá;99;5
296886235;2015;4328530;2;Bogotá;2;Bogotá;99;5
296886236;2015;5668580;2;Bogotá;2;Bogotá;99;5
3834328;2015;4402345;2;Bogotá;2;Bogotá;99;5
297826903;2015;2660259;2;Bogotá;2;Bogotá;99;5
451463;2015;1451604;2;Bogotá;2;Bogotá;99;5
451466;2015;1024507;2;Bogotá;2;Bogotá;99;5
297826734;2015;17940071;2;Bogotá;2;Bogotá;99;5
297826735;2015;24440196;2;Bogotá;2;Bogotá;99;5
452253;2015;14795595;2;Bogotá;2;Bogotá;99;5
296886239;2015;13046773;5;Manizales;11;Ibagué;99;5
452256;2015;3204505;2;Bogotá;2;Bogotá;99;5
457976;2015;1531620;6;Medellín;12;Monteria;99;5
297826882;2015;2535057;2;Bogotá;2;Bogotá;99;5
297826889;2015;12933248;2;Bogotá;2;Bogotá;99;5
297826988;2015;1997491;2;Bogotá;2;Bogotá;99;5
297718280;2015;654094;2;Bogotá;2;Bogotá;99;5
451402;2015;438603;2;Bogotá;2;Bogotá;99;5
297826991;2015;901098;2;Bogotá;2;Bogotá;99;5
9807346;2015;1228646;2;Bogotá;2;Bogotá;99;5
9807408;2015;6494324;2;Bogotá;2;Bogotá;99;5
297826672;2015;1149156;2;Bogotá;2;Bogotá;99;5
297838058;2015;1786118;2;Bogotá;2;Bogotá;99;5
297827017;2015;1269780;2;Bogotá;2;Bogotá;99;5
297826945;2015;1527685;2;Bogotá;2;Bogotá;99;5
297838050;2015;2607893;2;Bogotá;91;Leticia;99;5
299303287;2015;4647191;2;Bogotá;2;Bogotá;99;5
9815066;2015;1998555;2;Bogotá;2;Bogotá;99;5
450816;2015;2545307;2;Bogotá;2;Bogotá;99;5
74977;2015;729341;2;Bogotá;2;Bogotá;99;5
407032;2015;1773618;2;Bogotá;2;Bogotá;99;5
297826739;2015;3320720;2;Bogotá;2;Bogotá;99;5
297826977;2015;1857652;2;Bogotá;2;Bogotá;99;5
9807394;2015;524899;2;Bogotá;2;Bogotá;99;5
297826749;2015;1133089;2;Bogotá;2;Bogotá;99;5
297827337;2015;639664;2;Bogotá;2;Bogotá;99;5
297826662;2015;22510321;2;Bogotá;2;Bogotá;99;5
408533;2015;1416630;2;Bogotá;2;Bogotá;99;5
450869;2015;1129893;2;Bogotá;2;Bogotá;99;5
297826835;2015;1945456;2;Bogotá;2;Bogotá;99;5
441267;2015;2019906;2;Bogotá;2;Bogotá;99;5
447079;2015;4655385;2;Bogotá;2;Bogotá;99;5
297826870;2015;37822095;2;Bogotá;2;Bogotá;99;5
297826640;2015;2244346;2;Bogotá;2;Bogotá;99;5
297826980;2015;4638698;2;Bogotá;2;Bogotá;99;5
297826975;2015;6554258;2;Bogotá;2;Bogotá;99;5
297839506;2015;895338;2;Bogotá;2;Bogotá;99;5
9807441;2015;2458846;2;Bogotá;2;Bogotá;99;5
9807448;2015;3714126;2;Bogotá;2;Bogotá;99;5
441825;2015;3973026;1;Barranquilla;16;Santa Marta;99;5
9795548;2015;805458;2;Bogotá;18;Villavicencio;99;5
297826990;2015;3098450;2;Bogotá;2;Bogotá;99;5
297826738;2015;58411390;2;Bogotá;2;Bogotá;99;5
297839497;2015;8371163;2;Bogotá;2;Bogotá;99;5
297826642;2015;20467823;2;Bogotá;2;Bogotá;99;5
297718322;2015;2458033;2;Bogotá;2;Bogotá;99;5
9815979;2015;886926;1;Barranquilla;16;Santa Marta;99;5
448987;2015;11909420;2;Bogotá;2;Bogotá;99;5
297718312;2015;7179990;2;Bogotá;2;Bogotá;99;5
297718302;2015;37984371;2;Bogotá;2;Bogotá;99;5
297839505;2015;17926532;2;Bogotá;2;Bogotá;99;5
297821308;2015;9186985;2;Bogotá;2;Bogotá;99;5
297718360;2015;6607830;2;Bogotá;2;Bogotá;99;5
297718363;2015;6931311;2;Bogotá;2;Bogotá;99;5
297718362;2015;9574255;2;Bogotá;2;Bogotá;99;5
297822336;2015;3089304;2;Bogotá;2;Bogotá;99;5
297717006;2015;3129204;2;Bogotá;2;Bogotá;99;5
297717021;2015;11389534;2;Bogotá;2;Bogotá;99;5
297717024;2015;3487730;2;Bogotá;2;Bogotá;99;5
297823158;2015;5623927;2;Bogotá;2;Bogotá;99;5
297718330;2015;1949646;2;Bogotá;2;Bogotá;99;5
297822767;2015;1997769;2;Bogotá;2;Bogotá;99;5
297822929;2015;1733786;2;Bogotá;2;Bogotá;99;5
297827899;2015;3524350;2;Bogotá;91;Leticia;99;5
297819453;2015;383562;2;Bogotá;2;Bogotá;99;5
441850;2015;3889303;1;Barranquilla;22;San Andrés;99;5
297718671;2015;3294103;2;Bogotá;2;Bogotá;99;5
297821291;2015;723113;2;Bogotá;2;Bogotá;99;5
297717025;2015;3061305;2;Bogotá;2;Bogotá;99;5
297821128;2015;5786346;2;Bogotá;2;Bogotá;99;5
297718298;2015;4380428;2;Bogotá;2;Bogotá;99;5
297826003;2015;2304635;2;Bogotá;2;Bogotá;99;5
297827332;2015;2619456;2;Bogotá;2;Bogotá;99;5
446751;2015;136100;2;Bogotá;91;Leticia;99;5
299304550;2015;2352863;2;Bogotá;2;Bogotá;99;5
297827324;2015;8397515;2;Bogotá;2;Bogotá;99;5
299304637;2015;6760264;2;Bogotá;2;Bogotá;99;5
10211393;2015;4959611;2;Bogotá;2;Bogotá;99;5
300037392;2015;12104372;4;Cali;4;Cali;99;5
299303375;2015;5821928;2;Bogotá;2;Bogotá;99;5
299320035;2015;2687000;2;Bogotá;2;Bogotá;99;5
10213095;2015;12716871;2;Bogotá;2;Bogotá;99;5
10213096;2015;3779543;2;Bogotá;2;Bogotá;99;5
10213097;2015;8281316;2;Bogotá;2;Bogotá;99;5
10213101;2015;3152341;2;Bogotá;2;Bogotá;99;5
10213102;2015;4094489;2;Bogotá;2;Bogotá;99;5
10213098;2015;1037549;2;Bogotá;2;Bogotá;99;5
297820720;2015;3233738;2;Bogotá;2;Bogotá;99;5
460017;2015;2719133;2;Bogotá;2;Bogotá;99;5
297566684;2015;1645788;2;Bogotá;2;Bogotá;99;5
297837484;2015;2843394;2;Bogotá;2;Bogotá;99;5
298405690;2015;1615290;2;Bogotá;2;Bogotá;99;5
299303362;2015;80976;2;Bogotá;2;Bogotá;99;5
10213315;2015;534486;2;Bogotá;2;Bogotá;99;5
10213316;2015;1619154;2;Bogotá;2;Bogotá;99;5
296886227;2015;2661285;2;Bogotá;2;Bogotá;99;5
3621102;2015;134725;2;Bogotá;18;Villavicencio;99;5
10213440;2015;234312;2;Bogotá;2;Bogotá;99;5
452147;2015;936469;3;Bucaramanga;3;Bucaramanga;99;5
296886218;2015;4012085;3;Bucaramanga;3;Bucaramanga;99;5
297839501;2015;9299564;2;Bogotá;2;Bogotá;99;5
382102;2015;9842051;3;Bucaramanga;3;Bucaramanga;99;5
297826761;2015;3516642;3;Bucaramanga;3;Bucaramanga;99;5
296914019;2015;1947621;3;Bucaramanga;3;Bucaramanga;99;5
297826917;2015;7853678;3;Bucaramanga;3;Bucaramanga;99;5
297826729;2015;4870122;3;Bucaramanga;3;Bucaramanga;99;5
297826888;2015;5029016;3;Bucaramanga;3;Bucaramanga;99;5
297826958;2015;1421380;3;Bucaramanga;3;Bucaramanga;99;5
452268;2015;2900208;3;Bucaramanga;3;Bucaramanga;99;5
452269;2015;1939506;3;Bucaramanga;3;Bucaramanga;99;5
407128;2015;1460204;3;Bucaramanga;3;Bucaramanga;99;5
297826915;2015;804038;3;Bucaramanga;3;Bucaramanga;99;5
297827245;2015;1576407;3;Bucaramanga;3;Bucaramanga;99;5
420510;2015;1337251;3;Bucaramanga;3;Bucaramanga;99;5
299304638;2015;1560000;3;Bucaramanga;3;Bucaramanga;99;5
297823964;2015;2336409;3;Bucaramanga;3;Bucaramanga;99;5
297822876;2015;1192000;3;Bucaramanga;3;Bucaramanga;99;5
444344;2015;420000;3;Bucaramanga;3;Bucaramanga;99;5
297824118;2015;2186793;3;Bucaramanga;3;Bucaramanga;99;5
297827338;2015;1878000;3;Bucaramanga;3;Bucaramanga;99;5
297819782;2015;2835805;3;Bucaramanga;3;Bucaramanga;99;5
452141;2015;10046788;3;Bucaramanga;3;Bucaramanga;99;5
444253;2015;2120230;3;Bucaramanga;3;Bucaramanga;99;5
452143;2015;1135161;3;Bucaramanga;3;Bucaramanga;99;5
299304551;2015;13599108;3;Bucaramanga;3;Bucaramanga;99;5
300037454;2015;3570727;3;Bucaramanga;3;Bucaramanga;99;5
297820704;2015;1623315;3;Bucaramanga;3;Bucaramanga;99;5
297822007;2015;1701770;3;Bucaramanga;3;Bucaramanga;99;5
297827422;2015;1040450;3;Bucaramanga;3;Bucaramanga;99;5
10300919;2015;4779085;3;Bucaramanga;3;Bucaramanga;99;5
299304639;2015;1339672;3;Bucaramanga;3;Bucaramanga;99;5
299304641;2015;453463;3;Bucaramanga;3;Bucaramanga;99;5
299304642;2015;730942;3;Bucaramanga;3;Bucaramanga;99;5
297838190;2015;1542264;4;Cali;4;Cali;99;5
10400052;2015;3039526;4;Cali;4;Cali;99;5
455239;2015;4845841;4;Cali;4;Cali;99;5
297826717;2015;11170369;4;Cali;4;Cali;99;5
297826765;2015;990237;4;Cali;4;Cali;99;5
297821302;2015;1101521;4;Cali;4;Cali;99;5
297826771;2015;1750492;4;Cali;4;Cali;99;5
297821622;2015;6410831;4;Cali;4;Cali;99;5
104000;2015;2175101;2;Bogotá;18;Villavicencio;99;5
400082;2015;8471188;2;Bogotá;18;Villavicencio;99;5
452422;2015;2328065;5;Manizales;5;Manizales;99;5
452426;2015;10507009;5;Manizales;11;Ibagué;99;5
9807415;2015;5214311;2;Bogotá;2;Bogotá;99;5
10400082;2015;966389;3;Bucaramanga;3;Bucaramanga;99;5
296886245;2015;12215000;6;Medellín;6;Medellín;99;5
296886246;2015;7270580;2;Bogotá;2;Bogotá;99;5
296886247;2015;6207220;2;Bogotá;2;Bogotá;99;5
296886248;2015;2678599;5;Manizales;5;Manizales;99;5
296886250;2015;13336536;1;Barranquilla;16;Santa Marta;99;5
297718282;2015;21255633;1;Barranquilla;9;Cartagena;99;5
297730369;2015;22366617;2;Bogotá;2;Bogotá;99;5
297730371;2015;9984714;2;Bogotá;2;Bogotá;99;5
297730372;2015;1251834;2;Bogotá;2;Bogotá;99;5
297730373;2015;14531979;1;Barranquilla;1;Barranquilla;99;5
297730375;2015;6583072;6;Medellín;6;Medellín;99;5
297730377;2015;11928000;2;Bogotá;17;Tunja;99;5
297730504;2015;3158225;6;Medellín;6;Medellín;99;5
297730506;2015;736429;5;Manizales;11;Ibagué;99;5
297730507;2015;9805086;2;Bogotá;2;Bogotá;99;5
297838052;2015;29039146;4;Cali;4;Cali;99;5
296914052;2015;7700579;4;Cali;4;Cali;99;5
297826920;2015;3374663;4;Cali;4;Cali;99;5
452409;2015;2698237;4;Cali;4;Cali;99;5
297826959;2015;2324376;4;Cali;4;Cali;99;5
297824068;2015;2120361;4;Cali;4;Cali;99;5
306981;2015;1177714;4;Cali;4;Cali;99;5
297730524;2015;2353962;4;Cali;14;Pasto;99;5
297826764;2015;647746;4;Cali;4;Cali;99;5
297826736;2015;1217377;4;Cali;4;Cali;99;5
297826872;2015;1050293;4;Cali;4;Cali;99;5
297826769;2015;2159376;4;Cali;4;Cali;99;5
297826768;2015;901203;4;Cali;4;Cali;99;5
297827862;2015;19003417;4;Cali;4;Cali;99;5
455224;2015;10811951;4;Cali;4;Cali;99;5
297820355;2015;2015419;4;Cali;4;Cali;99;5
300037391;2015;1880283;4;Cali;4;Cali;99;5
10402258;2015;3680870;4;Cali;4;Cali;99;5
297820747;2015;28843578;4;Cali;4;Cali;99;5
3599085;2015;580508;4;Cali;4;Cali;99;5
3875539;2015;1640115;4;Cali;15;Popayán;99;5
10402352;2015;1016485;4;Cali;4;Cali;99;5
10402353;2015;724823;4;Cali;4;Cali;99;5
10402354;2015;307076;4;Cali;4;Cali;99;5
299303283;2015;5839141;5;Manizales;5;Manizales;99;5
375000;2015;3031455;5;Manizales;5;Manizales;99;5
455637;2015;2252119;5;Manizales;5;Manizales;99;5
7070958;2015;729593;5;Manizales;5;Manizales;99;5
297826773;2015;734369;5;Manizales;5;Manizales;99;5
297822411;2015;1796089;5;Manizales;5;Manizales;99;5
297826671;2015;3078248;6;Medellín;6;Medellín;99;5
297826675;2015;5032000;6;Medellín;6;Medellín;99;5
297826976;2015;8070188;6;Medellín;6;Medellín;99;5
297718666;2015;3463678;6;Medellín;6;Medellín;99;5
452177;2015;1760122;6;Medellín;6;Medellín;99;5
297826851;2015;21074311;6;Medellín;6;Medellín;99;5
297718265;2015;8023336;6;Medellín;6;Medellín;99;5
296886274;2015;1553000;6;Medellín;6;Medellín;99;5
296886224;2015;3083006;6;Medellín;6;Medellín;99;5
299303330;2015;4702713;6;Medellín;6;Medellín;99;5
297826800;2015;4723135;6;Medellín;6;Medellín;99;5
297718269;2015;11320837;6;Medellín;6;Medellín;99;5
299303276;2015;26905104;6;Medellín;6;Medellín;99;5
446746;2015;3123405;6;Medellín;6;Medellín;99;5
296886259;2015;1801556;6;Medellín;6;Medellín;99;5
296886263;2015;2221746;6;Medellín;6;Medellín;99;5
375263;2015;1925097;6;Medellín;6;Medellín;99;5
297730508;2015;14433140;6;Medellín;6;Medellín;99;5
375941;2015;1689672;6;Medellín;6;Medellín;99;5
457974;2015;2995779;6;Medellín;6;Medellín;99;5
297826674;2015;11282000;6;Medellín;6;Medellín;99;5
297730522;2015;2388745;6;Medellín;6;Medellín;99;5
296886268;2015;860000;6;Medellín;6;Medellín;99;5
297826643;2015;16225333;6;Medellín;6;Medellín;99;5
452356;2015;10831861;6;Medellín;6;Medellín;99;5
297718296;2015;2151944;6;Medellín;6;Medellín;99;5
299303378;2015;1332259;6;Medellín;6;Medellín;99;5
297826775;2015;1441213;6;Medellín;6;Medellín;99;5
297823526;2015;1422509;6;Medellín;6;Medellín;99;5
452330;2015;7072425;6;Medellín;6;Medellín;99;5
297718304;2015;1923000;6;Medellín;6;Medellín;99;5
297822869;2015;4879745;6;Medellín;6;Medellín;99;5
297823386;2015;3493166;6;Medellín;6;Medellín;99;5
297823000;2015;3367000;6;Medellín;6;Medellín;99;5
297823579;2015;8135100;6;Medellín;6;Medellín;99;5
297823739;2015;11513424;6;Medellín;6;Medellín;99;5
452170;2015;730725;6;Medellín;6;Medellín;99;5
452474;2015;1855968;6;Medellín;6;Medellín;99;5
297823606;2015;1721186;6;Medellín;6;Medellín;99;5
297718335;2015;1227154;6;Medellín;6;Medellín;99;5
443827;2015;1166000;6;Medellín;6;Medellín;99;5
2506951;2015;629928;6;Medellín;6;Medellín;99;5
297823428;2015;657723;6;Medellín;6;Medellín;99;5
10213099;2015;1043124;6;Medellín;6;Medellín;99;5
297718344;2015;3326186;6;Medellín;6;Medellín;99;5
297839768;2015;8461820;6;Medellín;6;Medellín;99;5
297718343;2015;6159000;6;Medellín;6;Medellín;99;5
299303370;2015;2874347;6;Medellín;6;Medellín;99;5
297819344;2015;747181;6;Medellín;6;Medellín;99;5
297823165;2015;455102;6;Medellín;6;Medellín;99;5
299381137;2015;1727652;6;Medellín;6;Medellín;99;5
10400083;2015;1816620;6;Medellín;6;Medellín;99;5
10400084;2015;1245368;3;Bucaramanga;10;Cúcuta;99;5
10400085;2015;3126410;6;Medellín;6;Medellín;99;5
10400086;2015;3839756;6;Medellín;6;Medellín;99;5
10603626;2015;3018389;6;Medellín;6;Medellín;99;5
10603627;2015;1707000;6;Medellín;6;Medellín;99;5
10400089;2015;668643;6;Medellín;6;Medellín;99;5
10400092;2015;1460091;6;Medellín;6;Medellín;99;5
10400093;2015;747609;6;Medellín;6;Medellín;99;5
10400094;2015;2094500;4;Cali;4;Cali;99;5
451490;2015;2728000;5;Manizales;7;Pereira;99;5
297839503;2015;1406089;5;Manizales;7;Pereira;99;5
452201;2015;5810171;5;Manizales;7;Pereira;99;5
297826921;2015;14319752;5;Manizales;7;Pereira;99;5
297730463;2015;2530857;5;Manizales;7;Pereira;99;5
297826808;2015;1752821;5;Manizales;7;Pereira;99;5
297822881;2015;719367;5;Manizales;7;Pereira;99;5
462275;2015;916846;5;Manizales;7;Pereira;99;5
297824139;2015;812855;5;Manizales;7;Pereira;99;5
452303;2015;1095939;5;Manizales;7;Pereira;99;5
10400096;2015;8933484;5;Manizales;7;Pereira;99;5
10400097;2015;425447;5;Manizales;7;Pereira;99;5
10700549;2015;1411534;5;Manizales;7;Pereira;99;5
10700550;2015;1041829;5;Manizales;7;Pereira;99;5
10700551;2015;734454;5;Manizales;7;Pereira;99;5
10700552;2015;1072790;5;Manizales;7;Pereira;99;5
10700553;2015;837118;5;Manizales;7;Pereira;99;5
10700554;2015;110700;5;Manizales;7;Pereira;99;5
455706;2015;2155377;5;Manizales;8;Armenia;99;5
297826721;2015;8580551;5;Manizales;8;Armenia;99;5
297826720;2015;7490014;5;Manizales;8;Armenia;99;5
297826981;2015;18149652;5;Manizales;8;Armenia;99;5
10800208;2015;1110924;5;Manizales;8;Armenia;99;5
298581;2015;1234722;5;Manizales;8;Armenia;99;5
10800251;2015;278794;5;Manizales;8;Armenia;99;5
299303359;2015;1612660;5;Manizales;8;Armenia;99;5
10800346;2015;653228;5;Manizales;8;Armenia;99;5
297826797;2015;38179509;1;Barranquilla;9;Cartagena;99;5
297827001;2015;19771893;1;Barranquilla;9;Cartagena;99;5
80207;2015;35216040;1;Barranquilla;22;San Andrés;99;5
9815993;2015;31441504;1;Barranquilla;16;Santa Marta;99;5
9815995;2015;20037920;1;Barranquilla;22;San Andrés;99;5
296914001;2015;72753452;1;Barranquilla;9;Cartagena;99;5
296914050;2015;30282142;1;Barranquilla;22;San Andrés;99;5
297826809;2015;51743832;1;Barranquilla;9;Cartagena;99;5
297826810;2015;20592618;1;Barranquilla;9;Cartagena;99;5
299303286;2015;2094956;1;Barranquilla;9;Cartagena;99;5
297826876;2015;25129772;1;Barranquilla;9;Cartagena;99;5
297826879;2015;71074840;1;Barranquilla;9;Cartagena;99;5
296886257;2015;18140800;1;Barranquilla;9;Cartagena;99;5
297827968;2015;28671722;1;Barranquilla;9;Cartagena;99;5
296886212;2015;3683030;1;Barranquilla;9;Cartagena;99;5
297826719;2015;1486889;1;Barranquilla;9;Cartagena;99;5
297718256;2015;5333265;1;Barranquilla;9;Cartagena;99;5
297718273;2015;1505071;1;Barranquilla;9;Cartagena;99;5
297826971;2015;2065429;1;Barranquilla;9;Cartagena;99;5
297826877;2015;1867850;1;Barranquilla;9;Cartagena;99;5
10400088;2015;3647016;1;Barranquilla;9;Cartagena;99;5
441879;2015;3073220;1;Barranquilla;9;Cartagena;99;5
312167;2015;1204789;1;Barranquilla;9;Cartagena;99;5
9816010;2015;1823651;1;Barranquilla;9;Cartagena;99;5
374311;2015;491625;1;Barranquilla;9;Cartagena;99;5
297718327;2015;13367857;1;Barranquilla;9;Cartagena;99;5
297820391;2015;8750761;1;Barranquilla;9;Cartagena;99;5
297818576;2015;22169593;1;Barranquilla;9;Cartagena;99;5
299303278;2015;3095166;1;Barranquilla;9;Cartagena;99;5
297718345;2015;2803040;1;Barranquilla;9;Cartagena;99;5
452424;2015;6477648;1;Barranquilla;9;Cartagena;99;5
10900622;2015;1928108;1;Barranquilla;9;Cartagena;99;5
297827083;2015;9027618;1;Barranquilla;9;Cartagena;99;5
441848;2015;2591274;1;Barranquilla;9;Cartagena;99;5
394535;2015;1847736;1;Barranquilla;9;Cartagena;99;5
409328;2015;1196966;1;Barranquilla;9;Cartagena;99;5
441881;2015;3489000;1;Barranquilla;9;Cartagena;99;5
297822760;2015;3412837;1;Barranquilla;9;Cartagena;99;5
406282;2015;4495985;1;Barranquilla;9;Cartagena;99;5
441855;2015;1450123;1;Barranquilla;9;Cartagena;99;5
297718300;2015;2842639;1;Barranquilla;9;Cartagena;99;5
297820824;2015;16206021;1;Barranquilla;9;Cartagena;99;5
299304552;2015;15627268;1;Barranquilla;9;Cartagena;99;5
299303361;2015;9234510;1;Barranquilla;1;Barranquilla;99;5
10400098;2015;534555;1;Barranquilla;9;Cartagena;99;5
10900956;2015;10376179;1;Barranquilla;9;Cartagena;99;5
441135;2015;1286848;1;Barranquilla;9;Cartagena;99;5
10900979;2015;6033409;1;Barranquilla;9;Cartagena;99;5
10900980;2015;3268456;1;Barranquilla;9;Cartagena;99;5
10400101;2015;6835979;1;Barranquilla;9;Cartagena;99;5
297826740;2015;1863360;3;Bucaramanga;10;Cúcuta;99;5
297826883;2015;5405287;3;Bucaramanga;10;Cúcuta;99;5
297826884;2015;5352000;3;Bucaramanga;10;Cúcuta;99;5
297826885;2015;2852440;3;Bucaramanga;10;Cúcuta;99;5
297826901;2015;4179068;3;Bucaramanga;10;Cúcuta;99;5
10400099;2015;371116;3;Bucaramanga;10;Cúcuta;99;5
297826747;2015;663746;3;Bucaramanga;10;Cúcuta;99;5
11000402;2015;3463973;3;Bucaramanga;10;Cúcuta;99;5
11000409;2015;385591;3;Bucaramanga;10;Cúcuta;99;5
11000410;2015;887275;3;Bucaramanga;10;Cúcuta;99;5
452108;2015;8373184;5;Manizales;11;Ibagué;99;5
297826829;2015;948331;5;Manizales;11;Ibagué;99;5
297818881;2015;1817789;5;Manizales;11;Ibagué;99;5
296914042;2015;4161315;2;Bogotá;2;Bogotá;99;5
297826886;2015;1486876;5;Manizales;11;Ibagué;99;5
452553;2015;1826000;5;Manizales;11;Ibagué;99;5
297826772;2015;1527519;5;Manizales;11;Ibagué;99;5
297826673;2015;2920678;5;Manizales;11;Ibagué;99;5
297718320;2015;1455558;2;Bogotá;2;Bogotá;99;5
299303282;2015;1472254;5;Manizales;11;Ibagué;99;5
297826947;2015;4373573;5;Manizales;11;Ibagué;99;5
2959356;2015;20367148;2;Bogotá;2;Bogotá;99;5
296914033;2015;8806211;2;Bogotá;2;Bogotá;99;5
297839488;2015;6195705;2;Bogotá;2;Bogotá;99;5
297822615;2015;1099957;5;Manizales;11;Ibagué;99;5
11100787;2015;2238173;5;Manizales;11;Ibagué;99;5
11100788;2015;203000;5;Manizales;11;Ibagué;99;5
11100789;2015;167516;5;Manizales;11;Ibagué;99;5
11100790;2015;2069500;6;Medellín;12;Monteria;99;5
11100791;2015;2526001;6;Medellín;12;Monteria;99;5
297826972;2015;2392796;2;Bogotá;13;Neiva;99;5
377622;2015;2677200;2;Bogotá;13;Neiva;99;5
297826505;2015;925667;2;Bogotá;13;Neiva;99;5
297826918;2015;775911;2;Bogotá;13;Neiva;99;5
297826954;2015;545984;2;Bogotá;13;Neiva;99;5
299303377;2015;4007935;2;Bogotá;13;Neiva;99;5
297839490;2015;2387036;4;Cali;14;Pasto;99;5
299303258;2015;1556766;4;Cali;14;Pasto;99;5
297826853;2015;3287581;4;Cali;14;Pasto;99;5
